Nome_estado,setor,emp,dep,sit,capital,desp_investimento,lucros,link,indicio_dependencia,tipo_indicio
Sergipe,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Desenvolvimento Agropecuário de Sergipe,Dependente,ATIVA,37572872.11,2768162.22,3141501.25,"https://www,emdagro,se,gov,br",não,subvenções
Sergipe,DESENVOLVIMENTO REGIONAL,▪Zona de Processamento de Exportação de Sergipe,Dependente,ATIVA,83650.15,0,561.52,NA,não,subvenções
Santa Catarina,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE HABITAÇÃO DO ESTADO DE SANTA CATARINA,Dependente,EM LIQUIDAÇÃO,32300207,0,-9084027,NA,não,subvenções
Santa Catarina,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Companhia Integrada de Desenvolvimento Agrícola de Santa Catarina,Dependente,ATIVA,42408423.68,26111393.99,-15059502.47,"https://www,cidasc,sc,gov,br/wp-content/uploads/2022/09/CAPP-2022,pdf",não,subvenções
Santa Catarina,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪EMPRESA DE PESQUISA AGROPECUÁRIA E EXTENSÃO RURAL DE SANTA CATARINA,Dependente,ATIVA,169781641.53,25125721,-12140203,"https://transparencia,epagri,sc,gov,br/?page_id=919",não,subvenções
Santa Catarina,TURISMO,▪SANTA CATARINA TURISMO S/A,Dependente,EM LIQUIDAÇÃO,3528671,0,-233755.99,NA,não,subvenções
Roraima,DESENVOLVIMENTO REGIONAL,▪AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S/A,Dependente,ATIVA,16164393.11,0,345000,"https://desenvolve,rr,gov,br/index,php/downloads",não,subvenções
Roraima,ENERGIA,▪COMPANHIA ENERGÉTICA DE RORAIMA - CERR,Dependente,EM LIQUIDAÇÃO,1313101397.05,0,-13775134.35,"https://www,imprensaoficial,rr,gov,br/app/_visualizar-doe/",não,subvenções
Roraima,DESENVOLVIMENTO REGIONAL,▪COMPANHIA DE DESENVOLVIMENTO DE RORAIMA - CODESAIMA,Dependente,ATIVA,533496172.04,0,2954332.6,NA,não,subvenções
Roraima,COMUNICAÇÃO,▪RÁDIO RORAIMA,Dependente,ATIVA,800000,0,-697762.86,NA,não,subvenções
Rio de Janeiro,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Assistência Técnica e Extensão Rural do Etado do Rio de Janeiro - EMATER-RIO,Dependente,ATIVA,8310646.55,1513362.66,-193026.49,NA,não,subvenções
Rio de Janeiro,TRANSPORTE,▪COMPANHIA FLUMINENSE DE TRENS URBANOS - FLUMITRENS E/L,Dependente,EM LIQUIDAÇÃO,9430415.98,0,-1085066892.72,NA,não,subvenções
Rio de Janeiro,TRANSPORTE,▪COMPANHIA DO METROPOLITANO DO RIO DE JANEIRO - METRÔ E/L,Dependente,EM LIQUIDAÇÃO,4128123850.74,0,-4719905383.55,NA,não,subvenções
Rio de Janeiro,SAÚDE,▪INSTITUTO VITAL BRAZIL S/A,Dependente,ATIVA,16024140.67,122163.68,-21434454,NA,não,subvenções
Rio de Janeiro,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro - Pesagro/RJ,Dependente,ATIVA,811974.32,4263251.52,665580.79,NA,não,subvenções
Rio de Janeiro,TRANSPORTE,▪Companhia Estadual de Engenharia de Transportes e Logística - CENTRAL-RJ,Dependente,ATIVA,996251938.23,0,-166625813.56,NA,não,subvenções
Rio de Janeiro,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA ESTADUAL DE HABITAÇÃO DO RIO DE JANEIRO,Dependente,ATIVA,242168282.17,447202294.36,-4889621.65,NA,não,subvenções
Rio de Janeiro,ABASTECIMENTO,▪COMPANHIA DE ARMAZÉNS E SILOS DO ESTADO DO RIO DE JANEIRO - CASERJ,Dependente,ATIVA,1520887.26,0,683044.97,NA,não,subvenções
Rio de Janeiro,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪CENTRAIS DE ABASTECIMENTO DO ESTADO DO RIO DE JANEIRO S.A. - CEASA,Dependente,ATIVA,33788930.85,0,0,NA,não,subvenções
Rio de Janeiro,DESENVOLVIMENTO REGIONAL,▪Companhia de Desenvolvimento Industrial do Estado do Rio de Janeiro - CODIN,Dependente,ATIVA,32114375.34,37393.05,2545165.89,"https://www,codin,rj,gov,br/_files/ugd/c74752_057e39a3af2345ba875bbdd5a9389a38,pdf?index=true,",não,subvenções
Rio de Janeiro,TRANSPORTE,▪COMPANHIA DE TRANSPORTES SOBRE TRILHOS RJ,Dependente,ATIVA,5653397155.36,0,-148732027.8,NA,não,subvenções
Rio de Janeiro,TURISMO,▪Companhia de Turismo do Estado do Rio de Janeiro - TurisRio,Dependente,ATIVA,8561991.97,0,-272559.03,NA,não,subvenções
Rio de Janeiro,HABITAÇÃO E URBANIZAÇÃO,▪Empresa de Obras Públicas do Estado do Rio de Janeiro,Dependente,ATIVA,2478567.69,0,-3928908.66,NA,não,subvenções
Rio de Janeiro,TRANSPORTE,"▪COMPANHIA DE TRANSPORTES COLETIVOS DO ESTADO DO RIO DE JANEIRO CTC-RJ ""EM LIQUIDAÇÃO""",Dependente,EM LIQUIDAÇÃO,70025960.79,0,-75882429.55,NA,não,subvenções
Rio de Janeiro,TRANSPORTE,▪Companhia de Desenvolvimento Rodoviário e Terminais do Estado do Rio de Janeiro - CODERTE,Dependente,ATIVA,16872235.78,0,-9162547.67,NA,não,subvenções
Rio Grande do Norte,HABITAÇÃO E URBANIZAÇÃO,▪CEHAB - COMPANHIA ESTADUAL DE HABITACAO E DESENVOLVIMENTO URBANO,Dependente,ATIVA,0,0,4291281,NA,não,subvenções
Rio Grande do Norte,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Centrais de Abastecimento do Rio Grande do Norte S/A,Dependente,ATIVA,2165209,0,74752,"https://www,ceasa,rn,gov,br/storage/uploads/2023/05/2023-05-11%2008:17:47645ccedbe3999,pdf",não,subvenções
Rio Grande do Norte,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪EMPRESA DE PESQUISA AGROPECUÁRIA DO RN - EMPARN,Dependente,ATIVA,863889,0,1750105.01,NA,não,subvenções
Rio Grande do Norte,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE PROCESSAMENTO DE DADOS DO RN - DATANORTE,Dependente,ATIVA,1954853,0,-833529,NA,não,subvenções
Rio Grande do Norte,TURISMO,▪EMPRESA POTIGUAR DE PROMOÇÃO TURÍSTICA S.A.,Dependente,ATIVA,3800000,905207.4,-989658.95,NA,não,subvenções
Piauí,PORTOS E HIDROVIAS,▪COMPANHIA DE TERMINAIS ALFANDEGADOS DO PIAUI - PORTO-PI,Dependente,ATIVA,-134544.18,370910.12,-878033.87,"http://www,ciaporto,pi,gov,br/index,php",não,subvenções
Piauí,GESTÃO DE ATIVOS,▪EMPRESA DE GESTÃO DE RECURSOS DO ESTADO DO PIAUÍ S.A,Dependente,ATIVA,125885754.92,0,-971034.8,"http://www,emgerpi,pi,gov,br/rel_gestao,php",não,subvenções
Piauí,TRANSPORTE,▪CIA METROPOLITANA DE TRANSPORTES PUBLICOS,Dependente,ATIVA,0,5552915.72,3376078.53,NÃO POSSUI,não,subvenções
Piauí,DESENVOLVIMENTO REGIONAL,▪AGÊNCIA DE ATRAÇÃO DE INVESTIMENTO ESTRATÉGICOS DO PIAUÍ - INVESTE PIAU,Dependente,ATIVA,1000500,221758.8,-4423271.71,NÃO POSSUI,não,subvenções
Pernambuco,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS - CEHAB,Dependente,ATIVA,472970,404831511.02,595012,"http://www2,cehab,pe,gov,br/web/cehab/67",não,subvenções
Pernambuco,TRANSPORTE,▪CONSORCIO DE TRANSPORTES DA REGIAO METROPOLITANA DO RECIFE - CTM,Dependente,ATIVA,575700,1224936,-54176867.1,"https://www,granderecife,pe,gov,br/wp-content/uploads/2022/05/Carta-Anual,2022,pdf",não,subvenções
Pernambuco,TURISMO,▪EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR,Dependente,ATIVA,72065680.99,2798157.96,-11670425,"https://www,empetur,pe,gov,br/images/transparencia/governanca_corporativa/carta-anual-de-politicas-publicas/Carta_Anual_Versao_Final_2023,pdf",não,subvenções
Pernambuco,COMUNICAÇÃO,▪EMPRESA PERNAMBUCO DE COMUNICAÇÃO S/A - EPC,Dependente,ATIVA,3488600,970130,-370289,"https://portalepc,com,br/wp-content/uploads/2022/04/Carta-Anual-de-Pol%C3%ADticas-P%C3%BAblicas-e-Governan%C3%A7a-Corporativa-2021,pdf",não,subvenções
Pernambuco,TRANSPORTE,▪EMPRESA PERNAMBUCANA DE TRANSPORTE COLETIVO INTERMUNICIPAL - EPTI,Dependente,ATIVA,0,1118534,3439439,"https://www,epti,pe,gov,br/wp-content/uploads/2023/04/CARTA-ANUAL-2022,pdf",não,subvenções
Pernambuco,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪INSTITUTO AGRONÔMICO DE PERNAMBUCO - IPA,Dependente,ATIVA,25601618,11990079,6902496,"https://site,ipa,br/transparencia/",não,subvenções
Pernambuco,GESTÃO DE ATIVOS,▪PERNAMBUCO PARTICIPAÇÕES E INVESTIMENTOS S.A. - PERPART,Dependente,ATIVA,439400256.07,1841.88,92468579.09,"https://www,perpart,pe,gov,br/wp-content/uploads/2023/05/Carta-Anual,pdf",não,subvenções
Pará,DESENVOLVIMENTO REGIONAL,▪COMP. DE DESENVOLVIMENTO ECONÔMICO DO PARÁ,Dependente,ATIVA,22565720.65,897258.04,2036923.37,NA,não,subvenções
Pará,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪CENTRAIS DE ABASTECIMENTO DO PARÁ S.A,Dependente,ATIVA,3833847.05,0,948675.75,NA,não,subvenções
Pará,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE HABITAÇÃO DO ESTADO DO PARÁ,Dependente,ATIVA,89804780.66,33824737.31,397690.24,"http://www,cohab,pa,gov,br/node/1848",não,subvenções
Pará,TRANSPORTE,▪COMPANHIA DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ,Dependente,ATIVA,2600000,0,52272102.5,NA,não,subvenções
Pará,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪EMPRESA DE ASSITÊNCIA TÉCNICA E EXTENSÃO RURAL,Dependente,ATIVA,4000000,8457432.32,-15010766.06,"https://www,emater,pa,gov,br/storage/app/media/4_%20CARTA%20ANUAL2022,pdf",não,subvenções
Pará,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪EMPRESA DE PROCESSAMNETO DE DADOS,Dependente,ATIVA,29081412.99,35289024.65,19710890.58,NA,não,subvenções
Paraíba,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa Estadual de Pesquisa Agropecuária,Dependente,EM LIQUIDAÇÃO,1182563,0,-355016,NÃO,não,subvenções
Paraíba,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Assistência Técnica e Extensão Rural da Paraíba,Dependente,EM LIQUIDAÇÃO,3111.63,0,-577855.87,NÃO,não,subvenções
Paraíba,COMUNICAÇÃO,▪Empresa Paraibana de Comunicação,Dependente,ATIVA,14446262.61,946850.56,1343526.43,"https://epc,pb,gov,br/governanca/carta-anual/carta-anual-2022,pdf",não,subvenções
Paraíba,TURISMO,▪Empresa Paraibana de Turismo S/A,Dependente,ATIVA,6451521.03,43681.52,41021.35,"https://www,pbtur,pb,gov,br/",não,subvenções
Paraíba,TURISMO,▪PBTUR Hotéis S/A,Dependente,ATIVA,15790670.21,0,-892195.12,"https://www,pbtur,pb,gov,br/",não,subvenções
Paraíba,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Empresa Paraibana de Abastecimento e Serviços Agrícolas,Dependente,EM LIQUIDAÇÃO,15880227.18,0,614603.91,NA,não,subvenções
Paraíba,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,"▪Empresa Paraibana de Pesquisa, Extensão Rural e Regularização Fundiária",Dependente,ATIVA,473250.35,1454758,1225550.83,"https://empaer,pb,gov,br/Sevicos",não,subvenções
Paraíba,DESENVOLVIMENTO REGIONAL,▪Companhia de Desenvolvimento da Paraíba,Dependente,ATIVA,2000000,3461096.89,2077766.21,NA,não,subvenções
Paraíba,MINERAÇÃO,▪Companhia de Desenvolvimento de Recursos Minerais da Paraíba,Dependente,EM LIQUIDAÇÃO,73709,0,0,NA,não,subvenções
Paraíba,SAÚDE,▪Laboratório Industrial Farmacêutico do Estado da Paraíba S/A,Dependente,ATIVA,393750,0,-96888.37,"obs:, PUBLICADA EM DIÁRIO DA UNIÃO",não,subvenções
Paraíba,HABITAÇÃO E URBANIZAÇÃO,▪Companhia Estadual de Habitação Popular,Dependente,ATIVA,237996459.2,5889942.46,360195,NA,não,subvenções
Paraná,INFORMÁTICA E TECNOLOGIA,▪Instituto de Tecnologia do Paraná - TECPAR,Dependente,ATIVA,186580972.18,0,6691508.74,"https://www,tecpar,br/sites/tecpar/arquivos_restritos/files/documento/2022-09/cartaanualtecpar_2021_assinada,pdf",não,subvenções
Paraná,HABITAÇÃO E URBANIZAÇÃO,▪Companhia de Habitação do Paraná - COHAPAR,Dependente,ATIVA,1355068585,77856733.82,-118563726.59,NA,não,subvenções
Minas Gerais,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG,Dependente,ATIVA,48591258.98,33185644.63,22725345.62,"https://www,emater,mg,gov,br/download,do?id=21591",não,subvenções
Minas Gerais,COMUNICAÇÃO,▪EMPRESA MINEIRA DE COMUNICAÇÃO LTDA - EMC,Dependente,ATIVA,9124916.25,0,-179015.16,"http://emc,mg,gov,br/institucional/wp-content/uploads/2022/07/cartaGovernanca2021,pdf",não,subvenções
Minas Gerais,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS - EPAMIG,Dependente,ATIVA,31596840,4333338.44,35723327.12,"https://www,epamig,br/institucional/carta-de-governanca-e-politicas-publicas-epamig/",não,subvenções
Mato Grosso do Sul,PESQUISA E ASSISTÊNCIA TÉCNICA,▪EMPRESA DE SERVIÇOS AGROPECUÁRIOS DE MS - AGROSUL,Dependente,EM LIQUIDAÇÃO,13803453.68,0,-80319048.64,NA,não,subvenções
Mato Grosso do Sul,MINERAÇÃO,▪EMPRESA DE GESTÃO DE RECURSOS MINERAIS - MS MINERAL,Dependente,ATIVA,3426643.64,0,-34568.97,NA,não,subvenções
Mato Grosso,GÁS E DERIVADOS,▪COMPANHIA MATOGROSSENSE DE GÁS - MT GÁS,Dependente,ATIVA,8500007,0,-2806223,NA,não,subvenções
Mato Grosso,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,"▪EMPRESA MATOGROSSENSE DE PESQUISA, ASSISTÊNCIA E EXTENSÃO RURAL - EMPAER MT",Dependente,ATIVA,34889260.76,0,31411439.48,NA,não,subvenções
Mato Grosso,MINERAÇÃO,▪COMPANHIA MATOGROSSENSSE DE MINERAÇÃO - METAMAT,Dependente,ATIVA,61171276,12092968.83,-3964640,NA,não,subvenções
Mato Grosso,GESTÃO DE ATIVOS,▪MT PARTICIPAÇÕES E PROJETOS S/A -MT PAR,Dependente,ATIVA,41200751.25,145497230.35,104363.32,NA,não,subvenções
Mato Grosso,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪EMPRESA MATO-GROSSENSE DE TECNOLOGIA DA INFORMAÇÃO - MTI,Dependente,ATIVA,86600149.03,0,-6591031.31,"https://www,mti,mt,gov,br/documents/2458894/0/Carta%20Anual%202023,pdf/7a59b0ac-4741-f57d-9848-51ad10b20d86",não,subvenções
Mato Grosso,SANEAMENTO,▪COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO - SANEMAT,Dependente,EM LIQUIDAÇÃO,0,0,5235898,NA,não,subvenções
Maranhão,SANEAMENTO,▪Companhia de Saneamento Ambiental do Maranhão (CAEMA),Dependente,ATIVA,2249482402,39838171.29,-116420051.08,"https://www,caema,ma,gov,br/index,php/a-caema/governanca/carta-anual",não,subvenções
Goiás,HABITAÇÃO E URBANIZAÇÃO,▪Agência Goiana de Habitação S/A,Dependente,ATIVA,187163773.87,2551341.18,111361215.59,"https://www,agehab,go,gov,br/acesso-a-informacao/2-institucional/2969-carta-anual-de-governan%C3%A7a-corporativa,html",não,subvenções
Goiás,SAÚDE,▪Indústria Química do Estado de Goiás,Dependente,ATIVA,223483746.68,0,-17323206.56,"https://www,iquego,go,gov,br/acesso-a-informacao,html",não,subvenções
Goiás,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Goiás Telecomunicções S/A,Dependente,ATIVA,8999950,49160,497814.95,"https://goiastelecom,go,gov,br",não,subvenções
Goiás,TRANSPORTE,▪Metrobus Transporte Coletivo S/A,Dependente,ATIVA,221702474.55,0,2764369.91,"https://www,metrobus,go,gov,br/files/1-cartaanualdegovernancacorporativa-2022-v1,pdf",não,subvenções
Espiríto Santo,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪CEASA- Centrais de Abastecimento do Espírito Santo S/A,Dependente,ATIVA,3159556.67,117117.72,0,"https://ceasa,es,gov,br/governanca-corporativa",não,subvenções
Distrito Federal,OUTROS,▪Companhia de Planejamento do Distrito Federal,Dependente,EM LIQUIDAÇÃO,12233727.6,0,543626.68,NA,não,subvenções
Distrito Federal,HABITAÇÃO E URBANIZAÇÃO,▪Companhia de Desenvolvimento Habitacional do Distrito Federal,Dependente,ATIVA,37029931.62,0,-14569613.74,NA,não,subvenções
Distrito Federal,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Assistência Técnica e Extensão Rural do Distrito Federal,Dependente,ATIVA,677760.52,671246.43,-21431329.67,"https://emater,df,gov,br/governanca-corporativa/",não,subvenções
Distrito Federal,TRANSPORTE,▪Companhia do Metropolitano do Distrito Federal,Dependente,ATIVA,2871929076,24400179.31,-54668442.38,"https://metro,df,gov,br/wpcontent/ uploads/2022/05/Carta_Anual_2022,pdf",não,subvenções
Distrito Federal,HABITAÇÃO E URBANIZAÇÃO,▪Companhia Urbanizadora da Nova Capital do Brasil,Dependente,ATIVA,26713076.28,5579480.99,1443916.67,NA,não,subvenções
Distrito Federal,ABASTECIMENTO,▪Sociedade de Abastecimento de Brasília,Dependente,EM LIQUIDAÇÃO,16368857.49,0,-696115.85,NA,não,subvenções
Distrito Federal,TRANSPORTE,▪Sociedade de Transportes Coletivos de Brasília,Dependente,ATIVA,38386200,2292795.16,4531589.37,NA,não,subvenções
Ceará,HABITAÇÃO E URBANIZAÇÃO,▪Companhia de Habitação do Ceará,Dependente,EM LIQUIDAÇÃO,29404405,6297.55,-14538981.39,NA,não,subvenções
Ceará,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪Empresa de Assistência Técnica e Extensão Rural do Ceará,Dependente,ATIVA,2511583.84,2427523.36,-2142655.69,NA,não,subvenções
Ceará,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Empresa de Tecnologia da Informação do Ceará,Dependente,ATIVA,50000,350763,701620.51,"https://www,etice,ce,gov,br/cartas-anuais-de-politicas-publicas-e-governanca-corporativa/",não,subvenções
Bahia,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,▪BAHIA PESCA S/A,Dependente,ATIVA,4824688.64,1231237.31,-66978,"http://www,bahiapesca,ba,gov,br/arquivos/File/CARTAANUAL2021,pdf",não,subvenções
Bahia,MINERAÇÃO,▪Companhia Baiana de Pesquisa Mineral,Dependente,ATIVA,100000000,1643232.26,12635523.37,"http://www,cbpm,ba,gov,br/transparencia/carta-anual-de-politicas-publicas-e-governanca-corporativa/",não,subvenções
Bahia,SANEAMENTO,▪COMPANHIA DE ENGENHARIA HIDRICA E DE SANEAMENTO DA BAHIA,Dependente,ATIVA,131206906,65846081.43,-20344330.02,NA,não,subvenções
Bahia,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE DESENVOLVIMENTO URBANO DO ESTADO DA BAHIA,Dependente,ATIVA,16803753,0,-23242142.36,"https://www,conder,ba,gov,br/sites/default/files/documentos/2023-04/Carta%20Anual%20de%20Governan%C3%A7a%20Corporativa%202023%20-%20exercicio%202022,pdf",não,subvenções
Bahia,DESENVOLVIMENTO REGIONAL,▪COMPANHIA DE DESENVOLVIMENTO E AÇÃO REGIONAL,Dependente,ATIVA,13542532.35,650879240.62,789690.08,-,não,subvenções
Bahia,TRANSPORTE,▪COMPANHIA DE TRANSPORTE DO ESTADO DA BAHIA,Dependente,ATIVA,139654487.18,70741159.81,5551914.13,-,não,subvenções
Amazonas,TURISMO,▪Empresa Estadual de Turismo - Amazonastur,Dependente,ATIVA,27123375.38,24356,-231298.8,"www,amazonastur,am,gov,br",não,subvenções
Amazonas,SANEAMENTO,▪Companhia de Saneamento do Amazonas - Cosama,Dependente,ATIVA,532581469.06,13277476.96,-21294146.58,"www,cosama,am,gov,br",não,subvenções
Amazonas,DESENVOLVIMENTO REGIONAL,▪Agência de Desenvolvimento Sustentável do Amazonas - ADS,Dependente,ATIVA,10000000,140729.48,-15054.45,não,não,subvenções
Amapá,SANEAMENTO,▪COMPANHIA DE ÁGUA E ESGOTO DO AMAPÁ - CAESA,Dependente,ATIVA,458045958.5,18635505.34,56947033.11,"caesa,portal,ap,gov,br",não,subvenções
Alagoas,FINANCEIRO,▪AGÊNCIA DE FOMENTO DE ALAGOAS,Dependente,ATIVA,80413900,0,-3676303.94,"https://www,desenvolve-al,com,br/institucional/relatorios-da-administracao/",não,subvenções
Alagoas,FINANCEIRO,▪BANCO DO ESTADO DE ALAGOAS S/A - EM LIQUIDAÇÃO,Dependente,EM LIQUIDAÇÃO,0,1299,-2808599.92,NA,não,subvenções
Acre,OUTROS,▪Agencia de Negócios do Estado do Acre - ANAC,Dependente,ATIVA,150642058.77,37626,-7400782.09,NA,não,subvenções
Acre,DESENVOLVIMENTO REGIONAL,▪Administradora da Zona de Processamento de Exportação do Acre - AZPE/AC,Dependente,ATIVA,55000,0,0,NA,não,subvenções
Acre,FINANCEIRO,▪Banco do Estado do Acre - BANACRE,Dependente,EM LIQUIDAÇÃO,24365820.86,0,-2491663.57,NA,não,subvenções
Acre,ABASTECIMENTO,▪Companhia de Armazéns e Entrepostos do Acre - CAGEACRE,Dependente,ATIVA,8219090.99,7550771.37,678045.71,NA,não,subvenções
Acre,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Companhia Industrial de Laticínios do Acre - CILA,Dependente,ATIVA,416.44,1686.87,-13339485.71,NA,não,subvenções
Acre,DESENVOLVIMENTO REGIONAL,▪Companhia de Desenvolvimento Industrial do Acre - CODISACRE,Dependente,ATIVA,3797524.5,244185.81,913107.21,NA,não,subvenções
Acre,OUTROS,▪Companhia de Colonização do Acre - COLONACRE,Dependente,EM LIQUIDAÇÃO,3598917.22,99008.27,27522.45,NA,não,subvenções
Acre,SANEAMENTO,▪Companhia de Saneamento do Acre - SANACRE,Dependente,EM LIQUIDAÇÃO,0,0,0,NA,não,subvenções
Acre,HABITAÇÃO E URBANIZAÇÃO,▪Companhia de Habitação do Acre - COHAB/ACRE,Dependente,ATIVA,62840607.31,4493.28,3953141.14,NA,não,subvenções
Acre,DESENVOLVIMENTO REGIONAL,▪Companhia Agência de Desenvolvimento e Serviços Ambientais do Estado do Acre - CDSA,Dependente,ATIVA,3000062000,0,-24406.99,NA,não,subvenções
Acre,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Empresa de Processamento de Dados do Acre S/A - ACREDATA,Dependente,ATIVA,4396687.58,0,-8666492.63,NA,não,subvenções
Acre,PESQUISA E ASSISTÊNCIA TÉCNICA,▪Empresa de Assistência Técnica e Extensão Rural do Acre - EMATER,Dependente,ATIVA,0,653737,-202172.41,NA,não,subvenções
Tocantins,FINANCEIRO,▪AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S/A,Não Dependente,ATIVA,51300919.58,69210,-806034.17,NA,não,subvenções
Tocantins,HABITAÇÃO E URBANIZAÇÃO,"▪COMPANHIA IMOBILIÁRIA DE PARTICIPAÇÕES, INVESTIMENTOS E PARCERIAS DO ESTADO DO TOCANTINS - TOCANTINS PARCERIAS",Não Dependente,ATIVA,33888437.15,13723.33,-7845565.44,NA,não,subvenções
São Paulo,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO,Não Dependente,ATIVA,17155349420.89,1948528927.25,-504390037.53,"https://www,cdhu,sp,gov,br/documents/20143/37042/Balanço+Anual+CDHU+DOE+21+04+22,pdf/e8e85b3b-c7f9-4b44-cb1d-2e817a1229d2",não,subvenções
